# Registry: Charleston Road Registry Inc.
# Script: Jpan
# Version: 2.0
# Effective Date: 17-04-2023
# URL: https://www.iana.org/domains/idn-tables/tables/google_jpan_2.0.txt
# Policy: https://www.registry.google/about/policies/domainabuse/
# Contact Name: CRR Tech
# Email address: crr-tech@google.com
# Telephone: +1 (650) 253-0000
#
# Code points requiring context rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label
#    HYPHEN-MINUS                   must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1)
#

U+002D                         # HYPHEN-MINUS
U+708E                         # G, H, J, KP, K, -, T, -, V, II
U+7092                         # G, H, J, KP, K, -, T, -, V, II
U+7099                         # G, H, J, KP, K, -, T, -, -, II
U+70AC                         # G, H, J, KP, K, -, T, -, -, II
U+70AD                         # G, H, J, KP, K, -, T, -, V, II
U+70AE                         # G, H, J, KP, K, -, T, -, V, II
U+70AF                         # G, H, J, KP, K, -, T, -, -, II
U+70B3                         # G, H, J, KP, K, -, T, -, V, II
U+70B8                         # G, H, J, KP, K, -, T, -, -, II
U+70B9                         # G, H, J, KP, K, -, T, -, V, II
U+70BA                         # G, H, J, KP, K, -, T, -, -, II
U+70C8                         # G, H, J, KP, K, -, T, -, V, II
U+70CB                         # G, H, J, KP, K, -, T, -, -, II
U+70CF                         # G, H, J, KP, K, -, T, -, V, II
U+70D9                         # G, H, J, KP, K, -, T, -, -, II
U+70DD                         # G, H, J, KP, K, -, T, -, V, II
U+70DF                         # G, H, J, KP, K, -, T, -, -, II
U+70F9                         # G, H, J, KP, K, -, T, -, V, II
U+70FD                         # G, H, J, KP, K, -, T, -, -, II
U+7109                         # G, H, J, KP, K, -, T, -, V, II
U+7114                         # G, -, J, --, K, -, -, -, -, II
U+7119                         # G, H, J, KP, K, -, T, -, V, II
U+711A                         # G, H, J, KP, K, -, T, -, -, II
U+711C                         # G, H, J, KP, K, -, T, -, -, II
U+7126                         # G, H, J, KP, K, -, T, -, -, II
U+7136                         # G, H, J, KP, K, -, T, -, V, II
U+713C                         # G, -, J, KP, K, -, -, -, -, II
U+7149                         # G, H, J, KP, K, -, T, -, V, II
U+714C                         # G, H, J, KP, K, -, T, -, -, II
U+714E                         # G, H, J, KP, K, -, T, -, -, II
U+7155                         # G, -, J, --, K, -, -, -, -, II
U+7162                         # G, H, J, KP, K, -, T, -, -, --
U+7164                         # G, H, J, KP, K, -, T, -, V, II
U+7165                         # G, H, J, KP, K, -, T, -, -, II
U+7166                         # G, H, J, KP, K, -, T, -, -, II
U+7167                         # G, H, J, KP, K, -, T, -, V, II
U+7169                         # G, H, J, KP, K, -, T, -, V, II
U+716C                         # G, H, J, KP, K, -, T, -, V, II
U+716E                         # G, H, J, KP, K, -, T, -, -, II
U+717D                         # G, H, J, KP, K, -, T, -, V, II
U+7184                         # G, H, J, KP, K, -, T, -, V, II
U+7188                         # G, H, J, KP, K, -, T, -, -, II
U+718A                         # G, H, J, KP, K, -, T, -, V, II
U+718F                         # G, H, J, KP, K, -, T, -, V, II
U+7194                         # G, H, J, KP, K, -, T, -, -, II
U+7195                         # G, -, J, KP, K, -, T, -, -, --
U+719F                         # G, H, J, KP, K, -, T, -, V, II
U+71A8                         # G, H, J, KP, K, -, T, -, V, II
U+71AC                         # G, H, J, KP, K, -, T, -, -, II
U+71B1                         # G, H, J, KP, K, -, T, -, V, II
U+71B9                         # G, H, J, KP, K, -, T, -, -, II
U+71BE                         # G, H, J, KP, K, -, T, -, V, II
U+71C3                         # G, H, J, KP, K, -, T, -, V, II
U+71C9                         # G, H, J, KP, K, -, T, -, V, II
U+71CE                         # G, H, J, KP, K, -, T, -, V, II
U+71D0                         # G, H, J, KP, K, -, T, -, V, II
U+71D2                         # G, H, J, KP, K, -, T, -, V, II
U+71D4                         # G, H, J, KP, K, -, T, -, -, II
U+71D5                         # G, H, J, KP, K, -, T, -, V, II
U+71D7                         # G, -, J, --, K, -, T, -, -, II
U+71E0                         # G, H, J, KP, K, -, T, -, -, II
U+71E5                         # G, H, J, KP, K, -, T, -, V, II
U+71E6                         # G, H, J, KP, K, -, T, -, V, II
U+71E7                         # G, H, J, KP, K, -, T, -, -, II
U+71EC                         # G, H, J, KP, K, -, T, -, -, II
U+71ED                         # G, H, J, KP, K, -, T, -, V, II
U+71EE                         # G, H, J, KP, K, -, T, -, -, II
U+71F5                         # G, H, J, --, K, -, T, -, -, II
U+71F9                         # G, H, J, KP, K, -, T, -, -, II
U+71FC                         # G, H, J, KP, K, -, T, -, V, II
U+7206                         # G, H, J, KP, K, -, T, -, -, II
U+720D                         # G, H, J, KP, K, -, T, -, -, II
U+7228                         # G, H, J, KP, K, -, T, -, -, II
U+722A                         # G, H, J, KP, K, -, T, -, V, II
U+722C                         # G, H, J, KP, K, -, T, -, V, II
U+7230                         # G, H, J, KP, K, -, T, -, V, II
U+7235                         # G, H, J, KP, K, -, T, -, V, II
U+7236                         # G, H, J, KP, K, -, T, -, V, II
U+723A                         # G, H, J, KP, K, -, T, -, -, II
U+723B                         # G, H, J, KP, K, -, T, -, V, II
U+723D                         # G, H, J, KP, K, -, T, -, V, II
U+723F                         # G, H, J, KP, K, -, T, -, -, II
U+7247                         # G, H, J, KP, K, -, T, -, V, II
U+7248                         # G, H, J, KP, K, -, T, -, V, II
U+724B                         # G, H, J, KP, K, -, T, -, V, --
U+724C                         # G, H, J, KP, K, -, T, -, V, II
U+7252                         # G, H, J, KP, K, -, T, -, V, II
U+7258                         # G, H, J, KP, K, -, T, -, -, II
U+7259                         # G, H, J, KP, K, -, T, -, V, II
U+725B                         # G, H, J, KP, K, -, T, -, V, II
U+725D                         # G, H, J, KP, K, -, T, -, V, II
U+725F                         # G, H, J, KP, K, -, T, -, V, II
U+7261                         # G, H, J, KP, K, -, T, -, V, II
U+7262                         # G, H, J, KP, K, -, T, -, V, II
U+7267                         # G, H, J, KP, K, -, T, -, V, II
U+7269                         # G, H, J, KP, K, -, T, -, V, II
U+7272                         # G, H, J, KP, K, -, T, -, V, II
U+7279                         # G, H, J, KP, K, -, T, -, V, II
U+727D                         # G, H, J, KP, K, -, T, -, V, II
U+727E                         # G, H, J, KP, K, -, T, -, -, II
U+7280                         # G, H, J, KP, K, -, T, -, V, II
U+7281                         # G, H, J, KP, K, -, T, -, -, II
U+7292                         # G, H, J, KP, K, -, T, -, V, II
U+7296                         # G, H, J, KP, K, -, T, -, -, II
U+72A0                         # G, -, J, --, K, -, -, -, V, II
U+72A2                         # G, H, J, KP, K, -, T, -, -, II
U+72A7                         # G, H, J, KP, K, -, T, -, -, II
U+72AC                         # G, H, J, KP, K, -, T, -, V, II
U+72AF                         # G, H, J, KP, K, -, T, -, V, II
U+72B2                         # G, H, J, KP, K, -, T, -, -, --
U+72B6                         # G, -, J, KP, K, -, T, -, -, II
U+72B9                         # G, -, J, KP, K, -, T, -, -, II
U+72C2                         # G, H, J, KP, K, -, T, -, V, II
U+72C3                         # G, H, J, KP, K, -, T, -, V, --
U+72C4                         # G, H, J, KP, K, -, T, -, V, II
U+72CE                         # G, H, J, KP, K, -, T, -, -, II
U+72D0                         # G, H, J, KP, K, -, T, -, V, II
U+72D2                         # G, H, J, KP, K, -, T, -, -, II
U+72D7                         # G, H, J, KP, K, -, T, -, V, II
U+72D9                         # G, H, J, KP, K, -, T, -, -, II
U+72DB                         # G, -, J, KP, K, -, T, -, -, II
U+72E0                         # G, H, J, KP, K, -, T, -, -, II
U+72E1                         # G, H, J, KP, K, -, T, -, V, II
U+72E2                         # G, H, J, KP, K, -, T, -, -, II
U+72E9                         # G, H, J, KP, K, -, T, -, -, II
U+72EC                         # G, -, J, KP, K, -, T, -, V, II
U+72ED                         # G, -, J, KP, K, -, T, -, -, II
U+72F7                         # G, H, J, KP, K, -, T, -, -, II
U+72F8                         # G, H, J, KP, K, -, T, -, V, II
U+72FC                         # G, H, J, KP, K, -, T, -, V, II
U+72FD                         # G, H, J, KP, K, -, T, -, -, II
U+730A                         # G, H, J, KP, K, -, T, -, V, II
U+7316                         # G, H, J, KP, K, -, T, -, -, II
U+7317                         # G, H, J, KP, K, -, T, -, -, --
U+731B                         # G, H, J, KP, K, -, T, -, V, II
U+731C                         # G, H, J, KP, K, -, T, -, -, II
U+731D                         # G, H, J, KP, K, -, T, -, V, II
U+731F                         # G, -, J, KP, K, -, -, -, -, II
U+7325                         # G, H, J, KP, K, -, T, -, -, II
U+7329                         # G, H, J, KP, K, -, T, -, V, II
U+732A                         # G, H, J, KP, K, -, T, -, V, II
U+732B                         # G, H, J, KP, K, -, T, -, V, II
U+732E                         # G, H, J, KP, K, -, T, -, V, II
U+732F                         # G, -, J, KP, K, -, T, -, -, --
U+7334                         # G, H, J, KP, K, -, T, -, V, II
U+7337                         # G, H, J, KP, K, -, T, -, -, II
U+733E                         # G, H, J, KP, K, -, T, -, -, II
U+733F                         # G, H, J, KP, K, -, T, -, V, II
U+7344                         # G, H, J, KP, K, -, T, -, V, II
U+7345                         # G, H, J, KP, K, -, T, -, V, II
U+734F                         # G, H, J, KP, K, -, T, -, -, II
U+7357                         # G, H, J, KP, K, -, T, -, -, II
U+7363                         # G, -, J, KP, K, -, -, -, -, II
U+7370                         # G, H, J, KP, K, -, T, -, V, II
U+7372                         # G, H, J, KP, K, -, T, -, V, II
U+7378                         # G, H, J, KP, K, -, T, -, V, II
U+737A                         # G, H, J, KP, K, -, T, -, V, II
U+7384                         # G, H, J, KP, K, -, T, -, V, II
U+7387                         # G, H, J, KP, K, -, T, -, -, II
U+7389                         # G, H, J, KP, K, -, T, -, V, II
U+738B                         # G, H, J, KP, K, -, T, -, V, II
U+7396                         # G, H, J, KP, K, -, T, -, -, II
U+73A9                         # G, H, J, KP, K, -, T, -, V, II
U+73B2                         # G, H, J, KP, K, -, T, -, V, II
U+73B3                         # G, H, J, KP, K, -, T, -, V, II
U+73BB                         # G, H, J, KP, K, -, T, -, V, II
U+73C0                         # G, H, J, KP, K, -, T, -, V, II
U+73C2                         # G, H, J, KP, K, -, T, -, -, II
U+73C8                         # G, H, J, KP, K, -, T, -, -, II
U+73CA                         # G, H, J, KP, K, -, T, -, V, II
U+73CD                         # G, H, J, KP, K, -, T, -, V, II
U+73DE                         # G, H, J, KP, K, -, T, -, -, II
U+73E0                         # G, H, J, KP, K, -, T, -, V, II
U+73E5                         # G, H, J, KP, K, -, T, -, V, II
U+73ED                         # G, H, J, KP, K, -, T, -, V, II
U+73F1                         # G, -, J, --, -, -, -, -, -, --
U+73F8                         # G, H, J, KP, K, -, T, -, -, II
U+73FE                         # G, H, J, KP, K, -, T, -, V, II
U+7405                         # G, H, J, KP, K, -, T, -, -, II
U+7406                         # G, H, J, KP, K, -, T, -, V, II
U+7409                         # G, H, J, KP, K, -, T, -, V, II
U+7422                         # G, H, J, KP, K, -, T, -, V, II
U+7425                         # G, H, J, KP, K, -, T, -, V, II
U+7432                         # G, H, J, KP, K, -, T, -, -, II
U+7433                         # G, H, J, KP, K, -, T, -, -, II
U+7434                         # G, H, J, KP, K, -, T, -, V, II
U+7435                         # G, H, J, KP, K, -, T, -, V, II
U+7436                         # G, H, J, KP, K, -, T, -, V, II
U+743A                         # G, H, J, KP, K, -, T, -, -, II
U+743F                         # G, H, J, KP, K, -, T, -, -, II
U+7441                         # G, H, J, KP, K, -, T, -, V, II
U+7455                         # G, H, J, KP, K, -, T, -, -, II
U+7459                         # G, H, J, KP, K, -, T, -, V, II
U+745A                         # G, H, J, KP, K, -, T, -, V, II
U+745B                         # G, H, J, KP, K, -, T, -, -, II
U+745C                         # G, H, J, KP, K, -, T, -, -, II
U+745E                         # G, H, J, KP, K, -, T, -, V, II
U+745F                         # G, H, J, KP, K, -, T, -, V, II
U+7463                         # G, H, J, KP, K, -, T, -, -, II
U+7464                         # G, H, J, KP, K, -, T, -, V, II
U+7469                         # G, H, J, KP, K, -, T, -, -, II
U+746A                         # G, H, J, KP, K, -, T, -, V, II
U+7470                         # G, H, J, KP, K, -, T, -, -, II
U+7473                         # G, H, J, KP, K, -, T, -, -, II
U+747E                         # G, H, J, KP, K, -, T, -, -, II
U+7483                         # G, H, J, KP, K, -, T, -, V, II
U+748B                         # G, H, J, KP, K, -, T, -, -, II
U+749E                         # G, H, J, KP, K, -, T, -, -, II
U+74A7                         # G, H, J, KP, K, -, T, -, V, II
U+74B0                         # G, H, J, KP, K, -, T, -, V, II
U+74BD                         # G, H, J, KP, K, -, T, -, V, II
U+74CA                         # G, H, J, KP, K, -, T, -, V, II
U+74CF                         # G, H, J, KP, K, -, T, -, -, II
U+74D4                         # G, H, J, KP, K, -, T, -, -, II
U+74DC                         # G, H, J, KP, K, -, T, -, V, II
U+74E0                         # G, H, J, KP, K, -, T, -, -, II
U+74E2                         # G, H, J, KP, K, -, T, -, V, II
U+74E3                         # G, H, J, KP, K, -, T, -, -, II
U+74E6                         # G, H, J, KP, K, -, T, -, V, II
U+74E7                         # G, H, J, --, -, -, -, -, -, --
U+74E9                         # G, H, J, --, K, -, T, -, -, II
U+74EE                         # G, H, J, KP, K, -, T, -, -, II
U+74F0                         # G, H, J, --, -, -, -, -, -, --
U+74F1                         # G, H, J, --, -, -, -, -, -, --
U+74F2                         # G, H, J, --, K, -, -, -, -, --
U+74F6                         # G, H, J, KP, K, -, T, -, V, II
U+74F7                         # G, H, J, KP, K, -, T, -, V, II
U+74F8                         # G, H, J, --, -, -, T, -, -, --
U+7503                         # G, H, J, KP, K, -, T, -, -, --
U+7504                         # G, H, J, KP, K, -, T, -, -, II
U+7505                         # G, H, J, --, -, -, -, -, -, --
U+750C                         # G, H, J, KP, K, -, T, -, V, II
U+750D                         # G, H, J, KP, K, -, T, -, V, II
U+750E                         # G, H, J, KP, K, -, T, -, -, --
U+7511                         # G, H, J, KP, K, -, T, -, -, II
U+7513                         # G, H, J, KP, K, -, T, -, V, --
U+7518                         # G, H, J, KP, K, -, T, -, V, II
U+751A                         # G, H, J, KP, K, -, T, -, V, II
U+751C                         # G, H, J, KP, K, -, T, -, -, II
U+751F                         # G, H, J, KP, K, -, T, -, V, II
U+7523                         # G, -, J, KP, K, -, T, -, V, II
U+7525                         # G, H, J, KP, K, -, T, -, -, II
U+7526                         # G, H, J, KP, K, -, T, -, -, II
U+7528                         # G, H, J, KP, K, -, T, -, V, II
U+752B                         # G, H, J, KP, K, -, T, -, V, II
U+752C                         # G, H, J, KP, K, -, T, -, -, II
U+7530                         # G, H, J, KP, K, -, T, -, V, II
U+7531                         # G, H, J, KP, K, -, T, -, V, II
U+7532                         # G, H, J, KP, K, -, T, -, V, II
U+7533                         # G, H, J, KP, K, -, T, -, V, II
U+7537                         # G, H, J, KP, K, -, T, -, V, II
U+7538                         # G, H, J, KP, K, -, T, -, -, II
U+753A                         # G, H, J, KP, K, -, T, -, -, II
U+753B                         # G, H, J, KP, K, -, T, -, -, II
U+753C                         # G, -, J, --, -, -, -, -, -, --
U+7544                         # G, -, J, KP, -, -, T, -, -, --
U+7546                         # G, H, J, --, K, -, T, -, -, --
U+7549                         # G, -, J, KP, K, -, T, -, -, --
U+754A                         # G, H, J, KP, K, -, T, -, -, --
U+754B                         # G, H, J, KP, K, -, T, -, -, II
U+754F                         # G, H, J, KP, K, -, T, -, V, II
U+7551                         # G, H, J, KP, K, -, T, -, V, II
U+7554                         # G, H, J, KP, K, -, T, -, -, II
U+755A                         # G, H, J, KP, K, -, T, -, -, II
U+755B                         # G, H, J, KP, K, -, T, -, -, II
U+755C                         # G, H, J, KP, K, -, T, -, V, II
U+7560                         # G, H, J, --, K, -, -, -, -, II
U+7562                         # G, H, J, KP, K, -, T, -, V, II
U+7564                         # G, H, J, KP, K, -, T, -, -, --
U+7565                         # G, H, J, KP, K, -, T, -, V, II
U+7566                         # G, H, J, KP, K, -, T, -, -, II
U+7569                         # G, -, J, --, -, -, -, -, -, --
U+756A                         # G, H, J, KP, K, -, T, -, V, II
U+756D                         # G, H, J, --, K, -, T, -, -, --
U+7570                         # G, H, J, KP, K, -, T, -, V, II
U+7573                         # G, -, J, --, K, -, -, -, -, II
U+7574                         # G, -, J, --, -, -, -, -, -, II
U+7577                         # G, H, J, KP, K, -, T, -, -, II
U+7578                         # G, H, J, KP, K, -, T, -, -, II
U+757F                         # G, H, J, KP, K, -, T, -, V, II
U+7582                         # G, -, J, --, -, -, -, -, -, --
U+7586                         # G, H, J, KP, K, -, T, -, V, II
U+7589                         # G, -, J, KP, -, -, T, -, -, --
U+758E                         # G, H, J, KP, K, -, T, -, V, II
U+7591                         # G, H, J, KP, K, -, T, -, V, II
U+7594                         # G, H, J, KP, K, -, T, -, V, --
U+759A                         # G, H, J, KP, K, -, T, -, V, II
U+759D                         # G, H, J, KP, K, -, T, -, V, II
U+75A3                         # G, H, J, KP, K, -, T, -, -, II
U+75A5                         # G, H, J, KP, K, -, T, -, -, II
U+75AB                         # G, H, J, KP, K, -, T, -, V, II
U+75B1                         # G, H, J, KP, K, -, T, -, -, II
U+75B2                         # G, H, J, KP, K, -, T, -, V, II
U+75B3                         # G, H, J, KP, K, -, T, -, V, II
U+75B5                         # G, H, J, KP, K, -, T, -, -, II
U+75B8                         # G, H, J, KP, K, -, T, -, V, II
U+75B9                         # G, H, J, KP, K, -, T, -, V, II
U+75BC                         # G, H, J, KP, K, -, T, -, -, II
U+75BD                         # G, H, J, KP, K, -, T, -, V, II
U+75BE                         # G, H, J, KP, K, -, T, -, V, II
U+75C2                         # G, H, J, KP, K, -, T, -, -, II
U+75C3                         # G, H, J, KP, K, -, T, -, -, --
U+75C5                         # G, H, J, KP, K, -, T, -, V, II
U+75C7                         # G, H, J, KP, K, -, T, -, V, II
U+75CA                         # G, H, J, KP, K, -, T, -, V, II
U+75CD                         # G, H, J, KP, K, -, T, -, V, II
U+75D2                         # G, H, J, KP, K, -, T, -, -, II
U+75D4                         # G, H, J, KP, K, -, T, -, V, II
U+75D5                         # G, H, J, KP, K, -, T, -, V, II
U+75D8                         # G, H, J, KP, K, -, T, -, V, II
U+75D9                         # G, H, J, KP, K, -, T, -, -, II
U+75DB                         # G, H, J, KP, K, -, T, -, V, II
U+75DE                         # G, H, J, KP, K, -, T, -, -, II
U+75E2                         # G, H, J, KP, K, -, T, -, V, II
U+75E3                         # G, H, J, KP, K, -, T, -, -, II
U+75E9                         # G, -, J, --, -, -, -, -, -, II
U+75F0                         # G, H, J, KP, K, -, T, -, V, II
U+75F4                         # G, H, J, KP, K, -, T, -, -, II
U+75FA                         # G, H, J, KP, K, -, T, -, -, II
U+75FC                         # G, H, J, KP, K, -, T, -, -, II
U+75FE                         # G, H, J, KP, K, -, T, -, -, II
U+75FF                         # G, H, J, KP, K, -, T, -, V, II
U+7601                         # G, H, J, KP, K, -, T, -, V, II
U+760B                         # G, H, J, KP, K, -, T, -, V, II
U+760D                         # G, H, J, KP, K, -, T, -, -, II
U+761F                         # G, H, J, KP, K, -, T, -, V, II
U+7620                         # G, H, J, KP, K, -, T, -, -, II
U+7621                         # G, H, J, KP, K, -, T, -, -, II
U+7622                         # G, H, J, KP, K, -, T, -, V, II
U+7624                         # G, H, J, KP, K, -, T, -, -, II
U+7627                         # G, H, J, KP, K, -, T, -, -, II
U+7630                         # G, H, J, KP, K, -, T, -, -, --
U+7634                         # G, H, J, KP, K, -, T, -, V, II
U+763B                         # G, H, J, KP, K, -, T, -, V, II
U+7642                         # G, H, J, KP, K, -, T, -, V, II
U+7646                         # G, H, J, KP, K, -, T, -, V, II
U+7647                         # G, H, J, KP, K, -, T, -, -, II
U+764C                         # G, H, J, KP, K, -, T, -, -, II
U+7656                         # G, H, J, KP, K, -, T, -, V, II
U+7658                         # G, H, J, KP, K, -, T, -, -, II
U+765C                         # G, H, J, KP, K, -, T, -, V, --
U+7667                         # G, H, J, KP, K, -, T, -, -, --
U+7668                         # G, -, J, KP, K, -, T, -, -, --
U+7669                         # G, H, J, KP, K, -, T, -, -, II
U+766A                         # G, H, J, --, K, -, T, -, -, II
U+766C                         # G, H, J, KP, K, -, T, -, -, II
U+7670                         # G, H, J, KP, K, -, T, -, V, II
U+7672                         # G, H, J, KP, K, -, T, -, V, II
U+7676                         # G, H, J, KP, K, -, T, -, -, --
U+7678                         # G, H, J, KP, K, -, T, -, V, II
U+767A                         # G, H, J, KP, K, -, -, -, -, II
U+767B                         # G, H, J, KP, K, -, T, -, V, II
U+767D                         # G, H, J, KP, K, -, T, -, V, II
U+767E                         # G, H, J, KP, K, -, T, -, V, II
U+7680                         # G, -, J, KP, K, -, T, -, -, --
U+7683                         # G, -, J, KP, K, -, T, -, -, --
U+7684                         # G, H, J, KP, K, -, T, -, V, II
U+7686                         # G, H, J, KP, K, -, T, -, V, II
U+7687                         # G, H, J, KP, K, -, T, -, V, II
U+768B                         # G, H, J, KP, K, -, T, -, V, II
U+768E                         # G, H, J, KP, K, -, T, -, -, II
U+7696                         # G, H, J, KP, K, -, T, -, -, II
U+7699                         # G, H, J, KP, K, -, T, -, -, II
U+769A                         # G, H, J, KP, K, -, T, -, -, II
U+76AE                         # G, H, J, KP, K, -, T, -, V, II
U+76B4                         # G, H, J, KP, K, -, T, -, -, II
U+76B7                         # G, H, J, KP, K, -, T, -, -, --
U+76B8                         # G, H, J, KP, K, -, T, -, -, II
U+76BA                         # G, H, J, KP, K, -, T, -, -, II
U+76BF                         # G, H, J, KP, K, -, T, -, V, II
U+76C2                         # G, H, J, KP, K, -, T, -, -, II
U+76C6                         # G, H, J, KP, K, -, T, -, V, II
U+76C8                         # G, H, J, KP, K, -, T, -, V, II
U+76CA                         # G, H, J, KP, K, -, T, -, V, II
U+76CD                         # G, H, J, KP, K, -, T, -, -, II
U+76D2                         # G, H, J, KP, K, -, T, -, V, II
U+76D6                         # G, H, J, KP, K, -, T, -, -, II
U+76D7                         # G, -, J, KP, K, -, T, -, V, II
U+76DB                         # G, H, J, KP, K, -, T, -, V, II
U+76DE                         # G, H, J, KP, K, -, T, -, V, II
U+76DF                         # G, H, J, KP, K, -, T, -, -, II
U+76E3                         # G, H, J, KP, K, -, T, -, V, II
U+76E4                         # G, H, J, KP, K, -, T, -, V, II
U+76E5                         # G, H, J, KP, K, -, T, -, -, II
U+76E7                         # G, H, J, KP, K, -, T, -, V, II
U+76EA                         # G, H, J, KP, K, -, T, -, -, II
U+76EE                         # G, H, J, KP, K, -, T, -, V, II
U+76F2                         # G, H, J, KP, K, -, T, -, V, II
U+76F4                         # G, H, J, KP, K, -, T, -, V, II
U+76F8                         # G, H, J, KP, K, -, T, -, V, II
U+76FB                         # G, H, J, KP, K, -, T, -, V, --
U+76FE                         # G, H, J, KP, K, -, T, -, V, II
U+7701                         # G, H, J, KP, K, -, T, -, V, II
U+7704                         # G, H, J, KP, K, -, T, -, -, II
U+7707                         # G, H, J, KP, K, -, T, -, V, II
U+7708                         # G, H, J, KP, K, -, T, -, V, II
U+7709                         # G, H, J, KP, K, -, T, -, V, II
U+770B                         # G, H, J, KP, K, -, T, -, V, II
U+770C                         # G, H, J, KP, K, -, -, -, -, II
U+771B                         # G, H, J, KP, K, -, T, -, V, II
U+771E                         # G, H, J, KP, K, -, T, -, -, II
U+7720                         # G, H, J, KP, K, -, T, -, V, II
U+7724                         # G, H, J, --, K, -, T, -, -, --
U+7725                         # G, H, J, KP, K, -, T, -, -, II
U+7726                         # G, H, J, KP, K, -, T, -, -, --
U+7729                         # G, H, J, KP, K, -, T, -, V, II
U+7737                         # G, H, J, KP, K, -, T, -, V, II
U+7738                         # G, H, J, KP, K, -, T, -, -, II
U+773A                         # G, H, J, KP, K, -, T, -, -, II
U+773C                         # G, H, J, KP, K, -, T, -, V, II
U+7740                         # G, H, J, KP, K, -, T, -, -, II
U+7747                         # G, H, J, KP, K, -, T, -, -, II
U+775A                         # G, H, J, KP, K, -, T, -, -, II
U+775B                         # G, H, J, KP, K, -, T, -, -, II
U+7761                         # G, H, J, KP, K, -, T, -, -, II
U+7763                         # G, H, J, KP, K, -, T, -, V, II
U+7765                         # G, H, J, KP, K, -, T, -, -, II
U+7766                         # G, H, J, KP, K, -, T, -, V, II
U+7768                         # G, H, J, KP, K, -, T, -, V, II
U+776B                         # G, H, J, KP, K, -, T, -, -, II
U+7779                         # G, H, J, KP, K, -, T, -, V, II
U+777E                         # G, H, J, KP, K, -, T, -, -, II
U+778B                         # G, H, J, KP, K, -, T, -, V, II
U+778E                         # G, H, J, KP, K, -, T, -, -, II
U+7791                         # G, H, J, KP, K, -, T, -, V, II
U+779E                         # G, H, J, KP, K, -, T, -, V, II
U+77A0                         # G, H, J, KP, K, -, T, -, -, II
U+77A5                         # G, H, J, KP, K, -, T, -, -, II
U+77AC                         # G, H, J, KP, K, -, T, -, -, II
U+77B0                         # G, H, J, KP, K, -, T, -, -, II
U+77B3                         # G, H, J, KP, K, -, T, -, V, II
U+77B6                         # G, H, J, KP, K, -, T, -, -, --
U+77B9                         # G, H, J, KP, K, -, T, -, -, --
U+77BB                         # G, H, J, KP, K, -, T, -, V, II
U+77BC                         # G, H, J, KP, K, -, T, -, V, II
U+77BD                         # G, H, J, KP, K, -, T, -, -, II
U+77BF                         # G, H, J, KP, K, -, T, -, V, II
U+77CD                         # G, H, J, KP, K, -, T, -, V, --
U+77D7                         # G, H, J, KP, K, -, T, -, V, II
U+77DA                         # G, H, J, KP, K, -, T, -, -, II
U+77DB                         # G, H, J, KP, K, -, T, -, V, II
U+77DC                         # G, H, J, KP, K, -, T, -, V, II
U+77E2                         # G, H, J, KP, K, -, T, -, V, II
U+77E3                         # G, H, J, KP, K, -, T, -, V, II
U+77E5                         # G, H, J, KP, K, -, T, -, V, II
U+77E7                         # G, H, J, KP, K, -, T, -, V, II
U+77E9                         # G, H, J, KP, K, -, T, -, V, II
U+77ED                         # G, H, J, KP, K, -, T, -, V, II
U+77EE                         # G, H, J, KP, K, -, T, -, V, II
U+77EF                         # G, H, J, KP, K, -, T, -, V, II
U+77F3                         # G, H, J, KP, K, -, T, -, V, II
U+77FC                         # G, H, J, KP, K, -, T, -, -, --
U+7802                         # G, H, J, KP, K, -, T, -, -, II
U+780C                         # G, H, J, KP, K, -, T, -, -, II
U+7812                         # G, H, J, KP, K, -, T, -, -, II
U+7814                         # G, H, J, KP, K, -, T, -, V, II
U+7815                         # G, -, J, --, K, -, T, -, -, II
U+7820                         # G, H, J, KP, K, -, T, -, -, II
U+7825                         # G, H, J, KP, K, -, T, -, V, II
U+7826                         # G, H, J, KP, K, -, T, -, -, II
U+7827                         # G, H, J, KP, K, -, T, -, V, II
U+7834                         # G, H, J, KP, K, -, T, -, V, II
U+783A                         # G, -, J, --, -, -, -, -, -, II
U+783F                         # G, -, J, --, K, -, -, -, -, II
U+7845                         # G, H, J, KP, K, -, T, -, -, II
U+785D                         # G, H, J, KP, K, -, T, -, -, II
U+786B                         # G, H, J, KP, K, -, T, -, V, II
U+786F                         # G, H, J, KP, K, -, T, -, V, II
U+7872                         # G, -, J, --, K, -, -, -, -, II
U+7874                         # G, -, J, --, -, -, -, -, -, --
U+787C                         # G, H, J, KP, K, -, T, -, -, II
U+7886                         # G, H, J, KP, K, -, T, -, -, --
U+7887                         # G, H, J, KP, K, -, T, -, -, II
U+788C                         # G, H, J, KP, K, -, T, -, -, II
U+788D                         # G, H, J, KP, K, -, T, -, V, II
U+7891                         # G, H, J, KP, K, -, T, -, V, II
U+7893                         # G, H, J, KP, K, -, T, -, -, II
U+789A                         # G, H, J, KP, K, -, T, -, -, II
U+78A3                         # G, H, J, KP, K, -, T, -, -, II
U+78A7                         # G, H, J, KP, K, -, T, -, V, II
U+78A9                         # G, H, J, KP, K, -, T, -, V, II
U+78B5                         # G, -, J, --, -, -, -, -, -, --
U+78BC                         # G, H, J, KP, K, -, T, -, -, II
